PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,LRBS_USE,BEDSED_COND,L_XFC_NAT,INSTRMCVR_COND,L_XCMGW,RIPVEG_COND,W1_HALL,RIPDIST_COND
9/2/2015,13920,FW08DE049,1,2009,4-Aug-09,CPL,PHAB,-1.827889824,Fair,-0.23793557,Good,-1.190134333,Poor,1.409159091,Medium
9/2/2015,13921,FW08ID013,2,2009,26-Aug-09,XER,PHAB,-1.830148542,Poor,-0.508638306,Good,-0.185722128,Good,3.606204545,High
9/2/2015,13922,FW08ID014,1,2009,21-Jul-09,WMT,PHAB,0.050180396,Fair,-1.037071311,Fair,-0.201914638,Good,1.484868182,Medium
9/2/2015,13923,FW08ID016,2,2009,25-Aug-09,XER,PHAB,-2.724087961,Poor,-1.378634852,Poor,-0.239646066,Good,0.486315801,Medium
9/2/2015,13924,FW08ID017,1,2009,4-Aug-09,WMT,PHAB,0.611210906,Good,-0.502316586,Good,-0.204989441,Good,1.333363636,Medium
9/2/2015,13926,FW08ID019,1,2009,12-Aug-09,WMT,PHAB,-3.904700719,Poor,-0.570100974,Good,-0.289536445,Fair,3.591009091,High
9/2/2015,13928,FW08ID020,1,2009,23-Jul-09,WMT,PHAB,0.626005351,Good,-0.368371778,Good,-0.092735253,Good,2.901640909,High
9/2/2015,13929,FW08ID023,1,2009,28-Jul-09,WMT,PHAB,0.416634145,Good,-0.318347694,Good,-0.258025161,Good,0.500004545,Medium
9/2/2015,13930,FW08ID026,1,2009,18-Aug-09,WMT,PHAB,-0.109442375,Fair,-0.474955193,Good,-0.618556717,Poor,0,Low
9/2/2015,13931,FW08ID029,1,2009,22-Jul-09,WMT,PHAB,0.415424809,Good,-0.266146425,Good,-0.278151927,Fair,1.151563636,Medium
9/2/2015,13932,FW08ID033,1,2009,5-Aug-09,WMT,PHAB,-0.413570754,Good,-0.488724468,Fair,-0.106389534,Good,2.090990909,High
9/2/2015,13933,FW08ID037,1,2009,6-Aug-09,WMT,PHAB,0.603473922,Good,-0.496085569,Good,-0.222013286,Good,1.424290909,Medium
9/2/2015,13934,FW08ID042,1,2009,30-Jul-09,WMT,PHAB,-0.484311877,Fair,-0.368371778,Good,-0.680137166,Poor,1.651595455,High
9/2/2015,13936,FW08ID071,1,2009,11-Aug-09,WMT,PHAB,-0.440754086,Good,-0.250755724,Good,0.044878142,Good,0.6667,Medium
9/2/2015,13937,FW08ID078,1,2009,29-Jul-09,WMT,PHAB,-1.652153847,Fair,0.174310956,Good,0.101543998,Good,1.060659091,Medium
9/2/2015,13938,FW08IL005,1,2009,23-Aug-09,TPL,PHAB,0.712094537,Good,-1.22184875,Fair,-0.027607794,Good,0.500018182,Medium
9/2/2015,13939,FW08IL045,1,2009,25-Aug-09,TPL,PHAB,-0.17607161,Good,-1.256062854,Fair,-0.035568932,Good,1.689413636,High
9/2/2015,13940,FW08IL002,2,2009,24-Aug-09,TPL,PHAB,-0.886486158,Good,-0.596567486,Good,-0.220370718,Good,0.590913636,Medium
9/2/2015,13941,FW08ID045,1,2009,21-Jul-09,WMT,PHAB,0.704452846,Good,-0.345911009,Good,-0.34155496,Fair,0.242436364,Low
9/2/2015,13942,FW08ID085,1,2009,1-Sep-09,WMT,PHAB,-1.315340007,Fair,-0.171574477,Good,0.047540356,Good,0,Low
9/2/2015,13943,FW08ID049,1,2009,2-Sep-09,WMT,PHAB,0.153097333,Good,-0.821284597,Good,-0.392057827,Fair,0.621227273,Medium
9/2/2015,13944,FW08CO085,1,2009,7-Jul-09,XER,PHAB,-1.099292581,Fair,-0.706938935,Poor,-0.467651044,Poor,3.053172727,High
9/2/2015,13945,FW08CO086,1,2009,19-Jun-09,WMT,PHAB,-1.028474864,Fair,-0.462753475,Good,-0.163589563,Good,0.584802165,Medium
9/2/2015,13946,FW08CO087,1,2009,1-Jul-09,WMT,PHAB,-2.47771943,Poor,-0.012618159,Good,-0.175253091,Good,0.500022727,Medium
9/2/2015,13947,FW08CO138,1,2009,26-Aug-09,WMT,PHAB,-1.202339136,Fair,0.137871779,Good,-0.063212168,Good,0,Low
9/2/2015,13948,FW08KS001,2,2009,23-Jun-09,SPL,PHAB,-2.400689088,Poor,-0.727525465,Good,-0.493003268,Good,0.6667,Medium
9/2/2015,13949,FW08KS007,1,2009,14-Jul-09,TPL,PHAB,-2.694777891,Poor,-0.37068309,Good,0.110053781,Good,2.174340909,High
9/2/2015,13950,FW08KS009,1,2009,21-Jul-09,SPL,PHAB,-2.429847932,Poor,-0.322475999,Good,-0.355874868,Good,1.287909091,Medium
9/2/2015,13951,FW08KS010,2,2009,4-Aug-09,SPL,PHAB,-2.462337466,Poor,-0.624752178,Good,-0.464763437,Good,1.265204545,Medium
9/2/2015,13952,FW08KS011,1,2009,15-Jul-09,TPL,PHAB,-3.046249845,Poor,-0.673105801,Good,-0.067803062,Good,3.631035714,High
9/2/2015,13953,FW08KS025,1,2009,12-Aug-09,SPL,PHAB,-1.479135018,Fair,-0.701941243,Good,-0.403153094,Good,1.00005,Medium
9/2/2015,13956,FW08KS032,1,2009,7-Jul-09,TPL,PHAB,-2.800260084,Poor,-0.650457577,Good,-0.240503847,Fair,0.803068182,Medium
9/2/2015,13958,FW08KS048,1,2009,8-Jul-09,TPL,PHAB,-0.827413954,Good,-0.650457577,Good,-0.285708352,Good,1.83335,High
9/2/2015,13959,FW08KS056,1,2009,28-Jul-09,SPL,PHAB,-1.388423023,Fair,-0.869666232,Good,-0.588839621,Fair,2.333354545,High
9/2/2015,13960,FW08KS061,1,2009,11-Aug-09,SPL,PHAB,-1.394284119,Fair,-0.907853776,Fair,-0.55923399,Fair,1.954636364,High
9/2/2015,13963,FW08LA004,1,2009,20-Jun-09,CPL,PHAB,-1.674812307,Fair,-0.206654167,Good,0.255765742,Good,0,Low
9/2/2015,13964,FW08LA004,2,2009,15-Jul-09,CPL,PHAB,-2.933254493,Poor,-0.508638306,Fair,0.201893461,Good,0,Low
9/2/2015,13965,FW08LA005,1,2009,19-Jun-09,CPL,PHAB,-1.285136509,Good,-0.320406941,Good,0.226306918,Good,0.227277273,Low
9/2/2015,13966,FW08LA009,1,2009,22-Jun-09,CPL,PHAB,-1.113275614,Good,-1.132907664,Poor,0.009663317,Good,2.439431818,High
9/2/2015,13968,FW08LA023,1,2009,17-Jun-09,CPL,PHAB,,Not Assessed,-0.34155496,Good,0.184497852,Good,0.045454545,Low
9/2/2015,13969,FW08AL026,1,2009,24-Jul-09,CPL,PHAB,-0.761962233,Good,-0.324554962,Good,0.220702279,Good,0.060609091,Low
9/2/2015,13970,FW08LA035,1,2009,26-Jun-09,CPL,PHAB,-2.484726889,Poor,0.058460535,Good,0.191857324,Good,0.128790909,Low
9/2/2015,13971,FW08LA039,1,2009,23-Jun-09,CPL,PHAB,-0.503069033,Good,-0.528175086,Fair,-0.06036731,Good,4.340963636,High
9/2/2015,13972,FW08LA039,2,2009,14-Jul-09,CPL,PHAB,-0.505431958,Good,-0.335101728,Good,-0.077722888,Fair,4.378859091,High
9/2/2015,13973,FW08LA040,1,2009,26-Jun-09,CPL,PHAB,-3.745020255,Poor,-0.148741651,Good,0.07371835,Good,0.795463636,Medium
9/2/2015,13974,FW08LA049,1,2009,25-Jun-09,CPL,PHAB,-2.503615223,Poor,-1.005962945,Poor,-0.131702965,Fair,0.560618182,Medium
9/2/2015,13976,FW08LA099,1,2009,16-Jun-09,CPL,PHAB,-1.821867648,Fair,-2,Poor,-1.333822512,Poor,2.121290909,High
9/2/2015,14043,FW08AZ074,1,2009,3-Jul-09,XER,PHAB,-0.876680322,Poor,-0.427550863,Good,-0.145280016,Good,2.500004545,High
9/2/2015,14044,FW08AZ074,2,2009,10-Jul-09,XER,PHAB,-0.89911901,Poor,-0.26432853,Good,-0.214670165,Good,2.492431818,High
9/2/2015,14045,FW08AZ087,1,2009,29-Jun-09,XER,PHAB,0.749444256,Good,-0.633152719,Good,-0.452001662,Poor,0,Low
9/2/2015,14046,FW08AZ100,1,2009,28-Jun-09,XER,PHAB,0.022170693,Good,-0.911863911,Fair,-0.650641515,Poor,0.409733333,Medium
9/2/2015,14047,FW08AZ260,1,2009,18-Jun-09,WMT,PHAB,-0.917048368,Good,-0.346787486,Good,-0.386334327,Fair,1.412654943,Medium
9/2/2015,14049,FW08RAZ9016,1,2009,21-Jun-09,WMT,PHAB,-0.183489678,Good,-0.211713758,Good,-0.30685954,Fair,0.083333333,Low
9/2/2015,14050,FW08RAZ9020,1,2009,27-Jun-09,XER,PHAB,-1.737871459,Poor,-0.541705603,Good,-0.1522311,Good,0.318195455,Low
9/2/2015,14051,FW08RAZ9022,1,2009,26-Jun-09,XER,PHAB,-1.588791876,Fair,-0.140584553,Good,-0.171067578,Good,0.570519231,Medium
9/2/2015,14052,FW08RAZ9031,1,2009,6-Jul-09,WMT,PHAB,-0.479420525,Good,-0.100129776,Good,-0.428873723,Fair,0.454568182,Medium
9/2/2015,14053,FW08RAZTRB01,1,2009,23-Sep-09,WMT,PHAB,0.940368391,Good,-0.348105528,Good,-0.053056729,Good,0,Low
9/2/2015,14054,FW08CA020,1,2009,5-Aug-09,WMT,PHAB,0.424794996,Good,-0.493003268,Good,-0.265236527,Fair,0.780336364,Medium
9/2/2015,14055,FW08CA031,1,2009,3-Aug-09,XER,PHAB,0.268815364,Good,-0.432866652,Good,0.02390687,Good,1.724797835,High
9/2/2015,14056,FW08RCA9002,1,2009,7-Aug-09,WMT,PHAB,0.545235648,Good,-0.493003268,Good,-0.135057643,Good,1.263388961,Medium
9/2/2015,14057,FW08RCA9003,1,2009,13-Aug-09,WMT,PHAB,0.286577783,Good,-0.541705603,Good,-0.304200043,Fair,1.894009091,High
9/2/2015,14058,FW08ID021,1,2009,26-Aug-09,WMT,PHAB,0.512978998,Good,-0.802093205,Good,-0.378870948,Fair,0.212122727,Low
9/2/2015,14059,FW08IL009,1,2009,23-Jun-09,TPL,PHAB,-2.26316293,Fair,-0.077133055,Good,-0.233688572,Fair,0,Low
9/2/2015,14060,FW08IL009,2,2009,10-Aug-09,TPL,PHAB,-1.065162023,Good,-0.534887652,Good,-0.334035451,Fair,0,Low
9/2/2015,14063,FW08IL012,1,2009,12-Aug-09,CPL,PHAB,-2.002240214,Fair,-0.243087403,Good,-1.774220952,Poor,0.340909091,Medium
9/2/2015,14064,FW08IL013,1,2009,9-Aug-09,TPL,PHAB,-1.681076725,Fair,-0.236231784,Good,-0.447829733,Fair,2.492436364,High
9/2/2015,14067,FW08IL035,1,2009,25-Jun-09,UMW,PHAB,-2.189505935,Fair,-0.802093205,Good,-0.596567486,Poor,0.045454545,Low
9/2/2015,14068,FW08IL044,1,2009,13-Aug-09,TPL,PHAB,-2.483940882,Poor,-1.070581074,Fair,-1.586547824,Poor,0.484859091,Medium
9/2/2015,14078,FW08LA160,1,2009,18-Jul-09,CPL,PHAB,,Not Assessed,-0.221191226,Good,0.113107367,Good,0.166668182,Low
9/2/2015,14080,FW08LA140,1,2009,22-Jul-09,CPL,PHAB,-2.802279626,Poor,-0.446447948,Good,-0.039875308,Good,0.924277273,Medium
9/2/2015,14085,FW08LA164,1,2009,20-Jul-09,CPL,PHAB,-1.210107126,Good,-0.443697499,Good,0.105819732,Good,0,Low
9/2/2015,14088,FW08LA173,1,2009,21-Jul-09,CPL,PHAB,-1.15177445,Good,-0.217918456,Good,-0.003070632,Good,1.310645455,Medium
9/2/2015,14089,FW08MI001,2,2009,27-Jul-09,UMW,PHAB,1.199462615,Good,-0.996069706,Fair,-0.489942687,Fair,0.227272727,Low
9/2/2015,14090,FW08MI003,1,2009,13-Jul-09,UMW,PHAB,1.596717109,Good,-0.701941243,Good,-0.222013286,Good,0.060609091,Low
9/2/2015,14091,FW08MI006,1,2009,29-Jun-09,UMW,PHAB,0.625897643,Good,-0.209842833,Good,0.011108878,Good,0.6667,Medium
9/2/2015,14093,FW08MI008,1,2009,14-Jul-09,UMW,PHAB,1.123630832,Good,-0.821284597,Fair,-0.401906196,Fair,0.462131818,Medium
9/2/2015,14094,FW08MI009,1,2009,20-Jul-09,UMW,PHAB,0.708120542,Good,-0.83456681,Fair,-0.20034622,Good,0.303045455,Low
9/2/2015,14095,FW08MI013,1,2009,8-Jul-09,UMW,PHAB,0.817691482,Good,-1.132907664,Poor,-0.483885483,Fair,0,Low
9/2/2015,14097,FW08MI020,2,2009,10-Sep-09,TPL,PHAB,-1.405394395,Fair,-1.256062854,Poor,-0.888340409,Poor,2.325804545,High
9/2/2015,14098,FW08MI021,1,2009,29-Jul-09,TPL,PHAB,1.152672763,Good,-1.378634852,Poor,-0.687284247,Poor,2.490672294,High
9/2/2015,14100,FW08MI025,1,2009,2-Sep-09,UMW,PHAB,-0.400975587,Good,-0.941022138,Fair,-0.390842336,Fair,0,Low
9/2/2015,14101,FW08MI029,1,2009,20-Jul-09,UMW,PHAB,1.170241548,Good,-0.309200034,Good,-0.334035451,Fair,0,Low
9/2/2015,14102,FW08MI031,1,2009,10-Jul-09,UMW,PHAB,0.850787348,Good,-0.892173573,Fair,-0.26432853,Good,1.030309091,Medium
9/2/2015,14103,FW08MI032,1,2009,11-Jul-09,UMW,PHAB,0.949957233,Good,-0.092735253,Good,-0.068958408,Good,0,Low
9/2/2015,14104,FW08MI035,1,2009,12-Jul-09,UMW,PHAB,0.737155347,Good,-1.428608832,Poor,-0.548632296,Fair,2.712177273,High
9/2/2015,14105,FW08MI045,1,2009,21-Jul-09,UMW,PHAB,1.314913483,Good,-0.646066292,Good,0.002853004,Good,0,Low
9/2/2015,14106,FW08MI052,1,2009,30-Jun-09,TPL,PHAB,0.519483024,Good,-2,Poor,-0.26432853,Good,0,Low
9/2/2015,14107,FW08MI053,1,2009,28-Jul-09,UMW,PHAB,0.498291221,Good,-1.160579093,Poor,-0.749136614,Poor,2.391457576,High
9/2/2015,14108,FW08MI055,1,2009,8-Jul-09,UMW,PHAB,2.213490781,Good,-0.614881423,Good,-0.217104103,Good,0,Low
9/2/2015,14109,FW08MI063,1,2009,7-Jul-09,UMW,PHAB,1.543440782,Good,-1.346787486,Poor,-0.188760227,Good,0,Low
9/2/2015,14112,FW08MI077,1,2009,22-Jul-09,TPL,PHAB,-0.015809048,Good,-2,Poor,-2,Poor,0.984895455,Medium
9/2/2015,14114,FW08MI079,1,2009,18-Aug-09,UMW,PHAB,-2.201602562,Fair,-0.958607315,Fair,-0.252694148,Good,0,Low
9/2/2015,14116,FW08MI080,1,2009,17-Aug-09,UMW,PHAB,0.802583989,Good,-0.528175086,Good,-0.396954096,Fair,0,Low
9/2/2015,14117,FW08MS020,2,2009,24-Jul-09,CPL,PHAB,,Not Assessed,0.059322401,Good,-0.027082204,Good,0,Low
9/2/2015,14118,FW08MS026,2,2009,24-Jul-09,CPL,PHAB,-1.332768314,Good,-0.424917171,Good,-0.26071541,Poor,0,Low
9/2/2015,14119,FW08MS045,1,2009,4-Aug-09,CPL,PHAB,-0.584404264,Good,0.067848283,Good,0.13858974,Good,0.446981818,Medium
9/2/2015,14120,FW08MS053,1,2009,19-Aug-09,CPL,PHAB,0.392565643,Good,-2,Poor,-2,Poor,0,Low
9/2/2015,14121,FW08RMS9252,1,2009,4-Aug-09,CPL,PHAB,-0.973418273,Good,-0.29827506,Good,0.034974646,Good,0,Low
9/2/2015,14122,FW08RMS9254,1,2009,13-Aug-09,CPL,PHAB,-1.090232966,Good,0.134264062,Good,-0.004564252,Good,0.340909091,Medium
9/2/2015,14123,FW08RMS9306,1,2009,21-Aug-09,CPL,PHAB,-0.676367298,Good,-0.350311193,Good,-0.238789975,Poor,0,Low
9/2/2015,14124,FW08RMS9418,1,2009,5-Aug-09,CPL,PHAB,-0.926284389,Good,-0.010590636,Good,-0.009580414,Good,0,Low
9/2/2015,14125,FW08MI007,1,2009,6-Jul-09,UMW,PHAB,0.507063254,Good,-0.483885483,Good,-0.152932367,Good,0,Low
9/2/2015,14126,FW08MD010,2,2009,18-Aug-09,CPL,PHAB,0.476345371,Good,-0.480888271,Good,-0.130368316,Fair,4.197018182,High
9/2/2015,14127,FW08MD022,1,2009,15-Jul-09,CPL,PHAB,-1.712516298,Fair,-0.5315184,Fair,0.187392516,Good,0.575768182,Medium
9/2/2015,14128,FW08MN013,2,2009,21-Jul-09,UMW,PHAB,-1.16165822,Fair,-0.538283248,Good,-0.230320626,Good,0.992431818,Medium
9/2/2015,14130,FW08MN022,1,2009,15-Jul-09,UMW,PHAB,-0.258341119,Good,-0.573784579,Good,-0.519927695,Poor,0.121218182,Low
9/2/2015,14131,FW08MN042,1,2009,16-Jul-09,UMW,PHAB,-1.57404203,Fair,-0.401906196,Good,-0.376515765,Fair,0,Low
9/2/2015,14132,FW08MN051,1,2009,13-Jul-09,UMW,PHAB,-1.000721283,Good,-0.877039828,Fair,-0.844802032,Poor,0.242436364,Low
9/2/2015,14133,FW08MN052,1,2009,14-Jul-09,UMW,PHAB,-2.414806342,Poor,-0.986396824,Fair,-0.837951818,Poor,4.121218182,High
9/2/2015,14134,FW08MT049,1,2009,16-Sep-09,NPL,PHAB,-1.937531305,Poor,-1.333822512,Poor,-0.102503819,Good,0.190242424,Low
9/2/2015,14135,FW08NH001,1,2009,15-Jul-09,NAP,PHAB,0.162925124,Good,0.110436655,Good,-0.194128583,Poor,0.575786364,Medium
9/2/2015,14136,FW08NH001,2,2009,20-Aug-09,NAP,PHAB,0.24480445,Good,-0.067803062,Good,-0.141162149,Poor,0.621227273,Medium
9/2/2015,14138,FW08NH002,2,2009,12-Aug-09,NAP,PHAB,-0.10694095,Good,-0.359247609,Good,-0.130368316,Poor,0.530322727,Medium
9/2/2015,14139,FW08NH003,1,2009,25-Aug-09,NAP,PHAB,-1.252000977,Fair,-0.300241086,Good,-0.235382391,Poor,0.613663636,Medium
9/2/2015,14140,FW08NH099,1,2009,25-Jun-09,NAP,PHAB,0.76312634,Good,-0.269805204,Good,-0.280028744,Poor,0.750013636,Medium
9/2/2015,14141,FW08NH104,1,2009,13-Jul-09,NAP,PHAB,-0.30096441,Good,-0.112740839,Good,-0.110825675,Fair,0.280304545,Low
9/2/2015,1417,FW08TX028,1,2008,30-Jul-08,SPL,PHAB,-0.498615288,Good,-0.26432853,Good,0.138948276,Good,0.121218182,Low
9/2/2015,14171,FW08AZ003,1,2009,23-Jun-09,WMT,PHAB,-0.02051218,Good,-0.209842833,Good,-0.35141824,Fair,0.068181818,Low
9/2/2015,14173,FW08AZ004,1,2009,5-Jun-09,XER,PHAB,-1.933916353,Poor,-0.789754465,Fair,-0.668480681,Poor,2.560659091,High
9/2/2015,14174,FW08AZ005,1,2009,30-May-09,WMT,PHAB,-0.663838212,Good,-0.783714109,Fair,-1.67032483,Poor,2.045481818,High
9/2/2015,14175,FW08AZ006,1,2009,30-May-09,WMT,PHAB,-0.15856339,Good,-0.892173573,Poor,-1.047956452,Poor,0,Low
9/2/2015,14180,FW08AZ062,1,2009,2-Jul-09,XER,PHAB,-0.395779198,Fair,-0.528175086,Good,-0.286662216,Fair,3.40915,High
9/2/2015,14210,FW08AZ050,1,2009,12-Jul-09,XER,PHAB,-1.147499548,Fair,-0.736758566,Fair,-0.242224509,Fair,1.027786667,Medium
9/2/2015,14211,FW08AZ062,2,2009,9-Jul-09,XER,PHAB,-0.399387004,Fair,-0.326643925,Good,-0.362646748,Fair,3.393981818,High
9/2/2015,14212,FW08AZ048,1,2009,4-Jun-09,WMT,PHAB,-0.727963345,Good,-0.83456681,Fair,-0.789754465,Poor,1.007577273,Medium
9/2/2015,14213,FW08AZ028,1,2009,3-Jun-09,WMT,PHAB,-0.507663725,Good,-0.585026652,Good,-0.281913705,Fair,1.454590909,Medium
9/2/2015,14214,FW08AZ024,1,2009,17-Jun-09,XER,PHAB,-0.449454596,Good,-0.46046771,Good,-0.169382173,Good,0.181822727,Low
9/2/2015,14215,FW08DE025,2,2009,28-Sep-09,SAP,PHAB,0.27477254,Good,-0.528175086,Good,-0.179708955,Poor,3.7197,High
9/2/2015,14216,FW08CO029,1,2009,8-Oct-09,WMT,PHAB,0.377819892,Good,-0.432866652,Fair,-0.387216143,Fair,1.159118182,Medium
9/2/2015,14217,FW08CO050,1,2009,14-Oct-09,WMT,PHAB,0.91641471,Good,-0.326643925,Good,-0.375342947,Fair,2.518852597,High
9/2/2015,14218,FW08CO129,1,2009,12-Aug-09,WMT,PHAB,-0.374210632,Good,0.191222298,Good,-0.262518213,Fair,1,Medium
9/2/2015,14219,FW08AR003,2,2009,16-Aug-09,SAP,PHAB,0.549853693,Good,-0.711994806,Good,-0.006063026,Good,1.181877273,Medium
9/2/2015,14220,FW08AR012,2,2009,3-Aug-09,CPL,PHAB,-2.599402438,Poor,-0.071278363,Good,0.228061882,Good,0.33335,Medium
9/2/2015,14221,FW08AR022,1,2009,4-Aug-09,CPL,PHAB,-2.643280522,Poor,-0.00656377,Good,0.116894402,Good,0.6667,Medium
9/2/2015,14225,FW08RMI9201,1,2009,16-Aug-09,UMW,PHAB,-1.477232722,Fair,-0.92412139,Fair,0.084413773,Good,0.484859091,Medium
9/2/2015,14226,FW08NV020,1,2009,5-Jul-09,XER,PHAB,0.413012907,Good,-1.719173392,Poor,-0.697000411,Poor,2.643981818,High
9/2/2015,14227,FW08NJ001,2,2009,21-Sep-09,CPL,PHAB,-1.221534267,Good,-0.862415739,Poor,-0.246556227,Poor,0,Low
9/2/2015,14228,FW08NJ001,1,2009,29-Jul-09,CPL,PHAB,-1.834803596,Fair,-0.251811973,Good,-0.290498765,Poor,0,Low
9/2/2015,14229,FW08NJ035,1,2009,5-Aug-09,SAP,PHAB,-0.118501757,Good,-0.45480538,Good,-0.915911421,Poor,3.270490909,High
9/2/2015,14230,FW08CO033,1,2009,15-Sep-09,XER,PHAB,-1.054368128,Fair,-1.22184875,Poor,-1.402903423,Poor,2.015204545,High
9/2/2015,14231,FW08CO072,1,2009,30-Sep-09,SPL,PHAB,-0.546006057,Good,-0.366072702,Good,0.152010218,Good,0,Low
9/2/2015,14232,FW08CO171,1,2009,28-Sep-09,WMT,PHAB,-0.638467339,Good,0.296266206,Good,-0.180456064,Good,0,Low
9/2/2015,14234,FW08VT020,1,2009,22-Jul-09,NAP,PHAB,0.040450056,Good,-0.396954096,Good,-0.456214057,Poor,1.280327273,Medium
9/2/2015,14235,FW08VT021,2,2009,18-Aug-09,NAP,PHAB,0.207979481,Good,-0.529565006,Fair,-0.02773929,Fair,0.055558333,Low
9/2/2015,14237,FW08WA018,1,2009,27-Jul-09,XER,PHAB,-0.381141014,Good,-0.548632296,Fair,-0.363785732,Fair,0.325768182,Low
9/2/2015,14238,FW08RWA9901,1,2009,23-Jul-09,WMT,PHAB,0.546480123,Good,-0.534887652,Good,0.088860651,Good,0.515172727,Medium
9/2/2015,14239,FW08RWA9902,1,2009,25-Jul-09,WMT,PHAB,0.288065772,Good,-0.508638306,Good,0.236445648,Good,0.33335,Medium
9/2/2015,14240,FW08RWA9903,1,2009,27-Jul-09,WMT,PHAB,0.671118272,Good,-0.677780705,Good,0.05543046,Good,0.303036364,Low
9/2/2015,14241,FW08WV026,1,2008,16-Sep-08,SAP,PHAB,,Not Assessed,-1.106894235,Poor,-0.111463125,Fair,0.6667,Medium
9/2/2015,14242,FW08WV030,1,2008,16-Sep-08,SAP,PHAB,,Not Assessed,-1.160579093,Poor,-0.117242673,Fair,0.545481818,Medium
9/2/2015,14243,FW08WV010,1,2008,4-Sep-08,SAP,PHAB,,Not Assessed,-0.518296847,Good,0.072467141,Good,0.356072727,Medium
9/2/2015,14244,FW08WV007,2,2008,30-Sep-08,SAP,PHAB,,Not Assessed,-0.337242168,Good,-0.209842833,Poor,0.636381818,Medium
9/2/2015,14245,FW08WV007,1,2008,3-Sep-08,SAP,PHAB,,Not Assessed,-0.292429824,Good,0.07371835,Good,0.833359091,Medium
9/2/2015,14246,FW08DE011,1,2009,16-Sep-09,CPL,PHAB,-1.791688271,Fair,0.196276699,Good,-0.456214057,Poor,1.931827273,High
9/2/2015,14247,FW08DE025,1,2009,17-Aug-09,SAP,PHAB,0.295491617,Good,-0.392057827,Good,-0.348105528,Poor,2.757586364,High
9/2/2015,14248,FW08DE046,1,2009,21-Sep-09,CPL,PHAB,-0.372754012,Good,-0.552137517,Fair,0.011108878,Good,1,Medium
9/2/2015,14249,FW08ND011,1,2009,19-Aug-09,TPL,PHAB,-0.874500937,Good,-1.037071311,Fair,-0.474955193,Fair,0.719713636,Medium
9/2/2015,14250,FW08ND023,1,2009,18-Aug-09,TPL,PHAB,-0.453015039,Good,-0.749136614,Good,-0.439604213,Fair,0.257581818,Low
9/2/2015,14251,FW08ND041,1,2009,27-Aug-09,NPL,PHAB,-0.111111758,Good,-0.808396576,Fair,-0.459045191,Fair,1.189404545,Medium
9/2/2015,14252,FW08ND042,1,2009,28-Jul-09,NPL,PHAB,-0.230852267,Good,-0.548632296,Good,-1.719173392,Poor,0,Low
9/2/2015,14253,FW08ND053,1,2009,28-Aug-09,NPL,PHAB,-0.852279183,Good,-1.016086822,Fair,-0.534887652,Fair,1.5,High
9/2/2015,14254,FW08NH057,1,2009,20-Jul-09,NAP,PHAB,-1.916581547,Poor,-0.302216053,Good,-0.343727523,Poor,0.615819913,Medium
9/2/2015,14255,FW08ND058,1,2009,29-Jul-09,NPL,PHAB,-0.158671487,Good,-1.428608832,Poor,-1.774220952,Poor,1.4167,Medium
9/2/2015,14256,FW08ND074,1,2009,27-Jul-09,NPL,PHAB,-1.076130154,Fair,-1.378634852,Poor,-2,Poor,1.5,High
9/2/2015,14261,FW08VT024,1,2009,28-Jul-09,NAP,PHAB,-0.144162608,Good,-0.10137453,Good,-0.162153403,Poor,0.856086364,Medium
9/2/2015,14262,FW08AR001,2,2009,20-Jul-09,CPL,PHAB,-1.072379709,Good,-0.821284597,Poor,-0.453401258,Poor,2.363754545,High
9/2/2015,14263,FW08AR002,2,2009,28-Jul-09,CPL,PHAB,-2.248528959,Poor,-0.356996206,Good,-0.207449141,Poor,0,Low
9/2/2015,14264,FW08AR013,1,2009,10-Jun-09,CPL,PHAB,-0.234350399,Good,-1.837272689,Poor,0.107749418,Good,0.33335,Medium
9/2/2015,14265,FW08AR020,1,2009,2-Jun-09,SAP,PHAB,0.020974516,Good,-0.216291273,Good,-0.051387006,Fair,0.545481818,Medium
9/2/2015,14266,FW08AR025,1,2009,25-Jun-09,SAP,PHAB,0.098709227,Good,-0.23793557,Good,-0.337242168,Poor,0.765177273,Medium
9/2/2015,14267,FW08AR026,1,2009,20-Jul-09,CPL,PHAB,-2.338767222,Poor,-0.226147093,Good,0.037698073,Good,1.3258,Medium
9/2/2015,14268,FW08AR027,1,2009,30-Jun-09,CPL,PHAB,-2.21658435,Poor,-0.30819542,Good,-0.489942687,Poor,1.727313636,High
9/2/2015,14269,FW08AR031,1,2009,27-Aug-09,SAP,PHAB,0.758105176,Good,-0.840508003,Fair,-0.188201649,Poor,0.22916875,Low
9/2/2015,14270,FW08AR037,1,2009,11-Aug-09,CPL,PHAB,-1.217033343,Good,-0.404403583,Good,-0.210643672,Poor,0.318190909,Low
9/2/2015,14271,FW08AR042,1,2009,4-Aug-09,CPL,PHAB,-3.576621292,Poor,0.068691738,Good,0.115383548,Good,0.734881818,Medium
9/2/2015,14272,FW08AR043,1,2009,28-Jul-09,CPL,PHAB,-2.83336419,Poor,-0.127049528,Good,0.106206356,Good,0.697004545,Medium
9/2/2015,14273,FW08AR052,1,2009,27-Jul-09,CPL,PHAB,-1.332242763,Good,-0.738196627,Fair,-0.443697499,Poor,0.734881818,Medium
9/2/2015,14274,FW08AR053,1,2009,12-Aug-09,CPL,PHAB,-1.839340435,Fair,-0.438248312,Good,-0.146661361,Fair,2.606814069,High
